"year","team","cash_paid","name","position","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
2011,"Chargers",11302500,"Ryan Mathews","running-back",0.616616230855155,3199717.03846154,1134180,1.4e+07,0,26
2012,"Chargers",712750,"Ryan Mathews","running-back",0.58780178309017,2298733.42857143,840900,10400000,45882,35
2013,"Chargers",1195500,"Ryan Mathews","running-back",0.566220215687661,1689267.27692308,730000,1.2e+07,47647,65
2014,"Chargers",1978250,"Ryan Mathews","running-back",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2015,"Eagles",4e+06,"Ryan Mathews","running-back",0.64593784836611,1901882.60674157,657354,13500000,6600,89
2016,"Eagles",3e+06,"Ryan Mathews","running-back",0.689568457228821,2737490.01149425,675000,27299000,26471,87
2009,"Jets",1215000,"Shonn Greene","running-back",0.58010462607907,2839097.0625,1292500,9823529,218824,16
2010,"Jets",395000,"Shonn Greene","running-back",0.580690892425616,2906120.2173913,1345000,16455000,240000,23
2011,"Jets",525000,"Shonn Greene","running-back",0.704588615301716,3332619.63636364,559248,2.5e+07,0,33
2012,"Jets",615000,"Shonn Greene","running-back",0.622832584534089,2247052.09090909,540000,11750000,0,44
2013,"Titans",4250000,"Shonn Greene","running-back",0.57165723432775,2020505.92307692,897500,1.3e+07,47647,65
2014,"Titans",2400000,"Shonn Greene","running-back",0.64125710858014,1549604.09195402,645000,1.3e+07,6300,87
2009,"Colts",1970000,"Donald Brown","running-back",0.603376333405495,2617566.66666667,988500,1.4e+07,385000,15
2010,"Colts",3655000,"Donald Brown","running-back",0.652328149980914,2807401.63636364,1067500,15800000,83200,22
2011,"Colts",2240000,"Donald Brown","running-back",0.696530827674152,2312525.43243243,525000,26400000,0,37
2012,"Colts",865000,"Donald Brown","running-back",0.681908353722823,1836043.57407407,540000,1.7e+07,11400,54
2013,"Colts",1705000,"Donald Brown","running-back",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Chargers",4e+06,"Donald Brown","running-back",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2015,"Chargers",2294118,"Donald Brown","running-back",0.735950432160008,1863272.3372093,585000,37500000,6600,86
2010,"Vikings",1804000,"Toby Gerhart","running-back",0.624729922450797,2822655.47368421,860000,1.6e+07,18824,19
2011,"Vikings",462150,"Toby Gerhart","running-back",0.695406549046748,2605917.96969697,525000,20250000,22059,33
2012,"Vikings",1007150,"Toby Gerhart","running-back",0.612818031294991,1926969.85714286,617500,13208620,0,49
2013,"Vikings",642150,"Toby Gerhart","running-back",0.644827524950763,1954094.82608696,642150,14280612,0,69
2014,"Jaguars",4e+06,"Toby Gerhart","running-back",0.648581812973612,1446668.325,523526,13761672,0,80
2015,"Jaguars",3e+06,"Toby Gerhart","running-back",0.671732528653445,1683416.53488372,580969,15778812,0,86
2013,"Packers",1252208,"Eddie Lacy","running-back",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Packers",559201,"Eddie Lacy","running-back",0.668299359398418,1707800.9625,570000,14937500,12600,80
2015,"Packers",713401,"Eddie Lacy","running-back",0.644244164706929,1980100.68,598791,15100000,26400,75
2016,"Packers",867602,"Eddie Lacy","running-back",0.681950508379622,1821540.58441558,6e+05,16700000,0,77
2017,"Seahawks",4250000,"Eddie Lacy","running-back",0.67566832016162,1913553.89473684,615000,13182817,14400,95
2008,"Patriots",208235,"BenJarvus Green-Ellis","running-back",0.681510885436371,2332901.93333333,6e+05,1.4e+07,65294,15
2009,"Patriots",385000,"BenJarvus Green-Ellis","running-back",0.579093051133559,2012649.85,860000,9600000,208562,20
2010,"Patriots",470000,"BenJarvus Green-Ellis","running-back",0.671993206792361,3585757.22727273,1269853,26500000,245894,22
2011,"Patriots",1835000,"BenJarvus Green-Ellis","running-back",0.650414018805733,2262350.26666667,931000,21500000,22059,30
2012,"Bengals",4250000,"BenJarvus Green-Ellis","running-back",0.519523935008603,1657308.10869565,715125,6700000,91765,46
2013,"Bengals",2500000,"BenJarvus Green-Ellis","running-back",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2013,"Lions",496000,"Theo Riddick","running-back",0.707585147293504,2517206.13235294,872500,31500000,0,68
2014,"Lions",495000,"Theo Riddick","running-back",0.605873316704626,1393832.44155844,645423,12675000,18900,77
2015,"Lions",585000,"Theo Riddick","running-back",0.626531551652683,1474020.64556962,619356,1.3e+07,19800,79
2016,"Lions",4650000,"Theo Riddick","running-back",0.671241861189152,1906271.5,6e+05,1.7e+07,0,84
2017,"Lions",1475000,"Theo Riddick","running-back",0.73983030237609,2467793.59090909,615000,5.1e+07,0,88
2018,"Lions",3162500,"Theo Riddick","running-back",0.683465286550028,2064429.80232558,648500,17143000,7600,86
2019,"Broncos",2500000,"Theo Riddick","running-back",0.707506120204219,2156195.04395604,615588,18500000,0,91
2020,"Raiders",481765,"Theo Riddick","running-back",0.679329508646111,2926246.51162791,926152,21500000,25200,86
2016,"Bears",698024,"Jordan Howard","running-back",0.690771313100399,1736159.49450549,6e+05,1.6e+07,6900,91
2017,"Bears",540000,"Jordan Howard","running-back",0.683145301322382,1973244.58888889,665774,19719500,7200,90
2018,"Bears",630000,"Jordan Howard","running-back",0.687367505173912,2801152.7012987,733660,4.1e+07,38000,77
2019,"Eagles",2025000,"Jordan Howard","running-back",0.674644484527342,2930572.05063291,720000,17087683,0,79
2020,"Eagles",155058,"Jordan Howard","running-back",0.720448561996264,2906627.83146067,750000,39383000,0,89
2011,"Jets",775500,"Bilal Powell","running-back",0.704588615301716,3332619.63636364,559248,2.5e+07,0,33
2012,"Jets",465000,"Bilal Powell","running-back",0.622832584534089,2247052.09090909,540000,11750000,0,44
2013,"Jets",555000,"Bilal Powell","running-back",0.616127194706632,1471437.61333333,588235,1.1e+07,24000,75
2014,"Jets",1431000,"Bilal Powell","running-back",0.593824619188226,1387784.76,645000,1e+07,12600,75
2015,"Jets",2e+06,"Bilal Powell","running-back",0.642943148961292,1995070.14285714,825000,1.6e+07,13200,77
2016,"Jets",3500000,"Bilal Powell","running-back",0.728714867957995,1852427.08888889,534398,2.2e+07,0,90
2017,"Jets",3750000,"Bilal Powell","running-back",0.676448642059871,1607335.84615385,610060,1.5e+07,0,91
2018,"Jets",4e+06,"Bilal Powell","running-back",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2019,"Jets",1020000,"Bilal Powell","running-back",0.685627163524819,2000756.74489796,659912,22172724,16000,98
2007,"Saints",290000,"Pierre Thomas","running-back",0.699033419051735,2896435,595860,1.5e+07,290000,12
2008,"Saints",370000,"Pierre Thomas","running-back",0.619749064429754,2562341,482500,12700000,104706,16
2009,"Saints",460000,"Pierre Thomas","running-back",0.589851727016424,2444106.75,1470000,10001000,18235,20
2010,"Saints",1684000,"Pierre Thomas","running-back",0.5984217273637,3508336.52173913,1759000,19200000,60000,23
2011,"Saints",3385000,"Pierre Thomas","running-back",0.531994994226629,2413564.67647059,1046661.5,1e+07,62700,34
2012,"Saints",2260000,"Pierre Thomas","running-back",0.664939933177982,3125487.60416667,719276,4e+07,32941,48
2013,"Saints",2500000,"Pierre Thomas","running-back",0.589855287254409,1644241.58571429,727500,1e+07,0,70
2014,"Saints",2400000,"Pierre Thomas","running-back",0.675109136285132,1548157.75949367,548324,1.3e+07,6300,79
2015,"Washington",204706,"Pierre Thomas","running-back",0.677560977579379,1859847.19318182,595000,19038000,6600,88
2014,"Patriots",817088,"James White","running-back",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Patriots",510000,"James White","running-back",0.67650088470837,1673015.93181818,639375,17937500,6600,88
2016,"Patriots",6e+05,"James White","running-back",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"Patriots",4690000,"James White","running-back",0.648397415409914,1949163.11111111,826812,22906250,0,90
2018,"Patriots",2e+06,"James White","running-back",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Patriots",3218750,"James White","running-back",0.603840119552622,2317474.27710843,992180,2.3e+07,24000,83
2020,"Patriots",3500000,"James White","running-back",0.634738921000745,1571363.27,707028.5,14781000,0,100
2010,"Saints",60000,"Joique Bell","running-back",0.5984217273637,3508336.52173913,1759000,19200000,60000,23
2011,"Lions",26471,"Joique Bell","running-back",0.634301388805037,3154247.22222222,1372584,25909706,26471,27
2012,"Lions",540000,"Joique Bell","running-back",0.654749880369421,2674640.125,881806,21750000,0,40
2013,"Lions",630000,"Joique Bell","running-back",0.707585147293504,2517206.13235294,872500,31500000,0,68
2014,"Lions",4300000,"Joique Bell","running-back",0.605873316704626,1393832.44155844,645423,12675000,18900,77
2015,"Lions",2500000,"Joique Bell","running-back",0.626531551652683,1474020.64556962,619356,1.3e+07,19800,79
2016,"Lions",178824,"Joique Bell","running-back",0.671241861189152,1906271.5,6e+05,1.7e+07,0,84
2015,"Falcons",1180244,"Tevin Coleman","running-back",0.661942237902348,1707503.24,585000,2.2e+07,6600,75
2016,"Falcons",567500,"Tevin Coleman","running-back",0.659740732034701,1787920.92405063,675000,15750000,0,79
2017,"Falcons",680000,"Tevin Coleman","running-back",0.664808049598708,2392347.16216216,690000,16526000,0,74
2018,"Falcons",791628,"Tevin Coleman","running-back",0.710507494795479,2807568.12820513,904700,52500000,15200,78
2019,"49ers",3568750,"Tevin Coleman","running-back",0.701952581648614,2436659.94382022,663137,22916356,0,89
2020,"49ers",4900000,"Tevin Coleman","running-back",0.722758384910332,2260501.51851852,719765.5,25200000,8400,108
2014,"Browns",430000,"Isaiah Crowell","running-back",0.713791249351257,1783461.13580247,570000,20878193,0,81
2015,"Browns",510000,"Isaiah Crowell","running-back",0.642443920380867,1776761.03370787,585000,10400000,0,89
2016,"Browns",6e+05,"Isaiah Crowell","running-back",0.624398483641436,1208531.26086957,543500,10200000,0,92
2017,"Browns",2746000,"Isaiah Crowell","running-back",0.747233321931605,2030423.66666667,540000,20723004,7200,84
2018,"Jets",4e+06,"Isaiah Crowell","running-back",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2019,"Raiders",1e+06,"Isaiah Crowell","running-back",0.713905925391037,2171838.10989011,666152,21322864,8000,91
2010,"Chiefs",2560000,"Dexter McCluster","running-back",0.579107302216734,4138485.26315789,1860000,13575000,395000,19
2011,"Chiefs",1360000,"Dexter McCluster","running-back",0.579978000635734,3846215.58064516,1835000,18975000,91200,31
2012,"Chiefs",540000,"Dexter McCluster","running-back",0.612630282351834,2170329.45,540000,10838235,0,40
2013,"Chiefs",840000,"Dexter McCluster","running-back",0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
2014,"Titans",4e+06,"Dexter McCluster","running-back",0.64125710858014,1549604.09195402,645000,1.3e+07,6300,87
2015,"Titans",2350000,"Dexter McCluster","running-back",0.618816644713572,1709261.91358025,680000,16305164,13200,81
2016,"Chargers",330335,"Dexter McCluster","running-back",0.690726458148403,1877167.05376344,579680,17467216,20700,93
2013,"Washington",541823,"Chris Thompson","running-back",0.520024321966435,1286781.92,630000,6e+06,6000,75
2014,"Washington",87353,"Chris Thompson","running-back",0.6634709376545,1588813.61728395,580041,11455000,6300,81
2015,"Washington",585000,"Chris Thompson","running-back",0.677560977579379,1859847.19318182,595000,19038000,6600,88
2016,"Washington",675000,"Chris Thompson","running-back",0.703089353207814,1948258.8875,6e+05,2e+07,6900,80
2017,"Washington",4500000,"Chris Thompson","running-back",0.722796843637433,1869805.44329897,612180,23943600,0,97
2018,"Washington",2152250,"Chris Thompson","running-back",0.746738063381443,1884453.13541667,555000,4e+07,7600,96
2019,"Washington",3e+06,"Chris Thompson","running-back",0.702611905866641,1876193.93548387,638235,15825000,16000,93
2020,"Jaguars",1350000,"Chris Thompson","running-back",0.671472106323755,1568113.82978723,675000,1.5e+07,16800,94
2008,"Seahawks",295000,"Justin Forsett","running-back",0.556252034602062,1920924.09090909,736500,6750000,295000,11
2009,"Seahawks",385000,"Justin Forsett","running-back",0.503883776873129,1857687.5,1335000,6250000,385000,16
2010,"Seahawks",470000,"Justin Forsett","running-back",0.639814964148429,2254631.17391304,880000,20451250,69706,23
2011,"Seahawks",6e+05,"Justin Forsett","running-back",0.669426800485572,1796648.19565217,522938,16600000,22800,46
2012,"Texans",715000,"Justin Forsett","running-back",0.684094369821074,2728894.24528302,715000,22450000,57000,53
2013,"Jaguars",1150000,"Justin Forsett","running-back",0.663272470439679,1327376.49350649,533820,14204344,12000,77
2014,"Ravens",730000,"Justin Forsett","running-back",0.727290035318662,1683594.80434783,495000,2.1e+07,6300,92
2015,"Ravens",3e+06,"Justin Forsett","running-back",0.670331403495885,1444946.19791667,555000,1.4e+07,6600,96
2016,"Broncos",208235,"Justin Forsett","running-back",0.731308520712263,2163576.18518519,550356,25500000,0,81
2008,"Jets",202000,"Danny Woodhead","running-back",0.608701526784491,4474045.35714286,1542500,15707500,88400,14
2009,"Jets",218824,"Danny Woodhead","running-back",0.58010462607907,2839097.0625,1292500,9823529,218824,16
2010,"Patriots",796765,"Danny Woodhead","running-back",0.671993206792361,3585757.22727273,1269853,26500000,245894,22
2011,"Patriots",775000,"Danny Woodhead","running-back",0.650414018805733,2262350.26666667,931000,21500000,22059,30
2012,"Patriots",950000,"Danny Woodhead","running-back",0.608529893302359,2385017.74358974,929800,13350000,22941,39
2013,"Chargers",1750000,"Danny Woodhead","running-back",0.566220215687661,1689267.27692308,730000,1.2e+07,47647,65
2014,"Chargers",3750000,"Danny Woodhead","running-back",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2015,"Chargers",1500000,"Danny Woodhead","running-back",0.735950432160008,1863272.3372093,585000,37500000,6600,86
2016,"Chargers",2e+06,"Danny Woodhead","running-back",0.690726458148403,1877167.05376344,579680,17467216,20700,93
2017,"Ravens",3250000,"Danny Woodhead","running-back",0.637052470828721,1600639.55913978,630750,1.6e+07,0,93
2008,"Steelers",1190000,"Rashard Mendenhall","running-back",0.647559682391333,3506088.23529412,1417000,27700000,370000,17
2009,"Steelers",6320000,"Rashard Mendenhall","running-back",0.593375354003724,3232246.875,1121337.5,13350000,0,24
2010,"Steelers",640000,"Rashard Mendenhall","running-back",0.536144922217162,2669394.65384615,1282000,9248000,0,26
2011,"Steelers",780000,"Rashard Mendenhall","running-back",0.632702517853065,3407020.19444444,838100,18100000,0,36
2012,"Steelers",2333824,"Rashard Mendenhall","running-back",0.614965389087963,2396792.97916667,755562.5,15650000,0,48
2013,"Cardinals",2500000,"Rashard Mendenhall","running-back",0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
2010,"Packers",370006,"James Starks","running-back",0.615420070069498,2868344.02941176,1138500,13043000,23235,34
2011,"Packers",450000,"James Starks","running-back",0.617828214360861,2383018.89361702,6e+05,10962500,0,47
2012,"Packers",540000,"James Starks","running-back",0.613132977933414,1754867.79365079,540000,10937500,0,63
2013,"Packers",630000,"James Starks","running-back",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Packers",1775000,"James Starks","running-back",0.668299359398418,1707800.9625,570000,14937500,12600,80
2015,"Packers",1550000,"James Starks","running-back",0.644244164706929,1980100.68,598791,15100000,26400,75
2016,"Packers",2925000,"James Starks","running-back",0.681950508379622,1821540.58441558,6e+05,16700000,0,77
2013,"Dolphins",567800,"Mike Gillislee","running-back",0.618612923162374,2333675.93939394,782500,13746672,65294,66
2014,"Dolphins",318000,"Mike Gillislee","running-back",0.640950319893614,1659745.6547619,576400,15050000,6300,84
2015,"Bills",150000,"Mike Gillislee","running-back",0.730597144761861,2031201.84705882,585000,27823529,6600,85
2016,"Bills",6e+05,"Mike Gillislee","running-back",0.674022717272534,1890891.98888889,682958,1.9e+07,0,90
2017,"Patriots",3781250,"Mike Gillislee","running-back",0.648397415409914,1949163.11111111,826812,22906250,0,90
2013,"Bengals",507200,"Rex Burkhead","running-back",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2014,"Bengals",495000,"Rex Burkhead","running-back",0.615375697736566,1625021.07594937,643788,18086027,18900,79
2015,"Bengals",585000,"Rex Burkhead","running-back",0.632658413380998,2087732.21917808,882576,26750000,0,73
2016,"Bengals",675000,"Rex Burkhead","running-back",0.618991025976456,2054715.16,675000,10700000,26471,75
2017,"Patriots",3150000,"Rex Burkhead","running-back",0.648397415409914,1949163.11111111,826812,22906250,0,90
2018,"Patriots",4250000,"Rex Burkhead","running-back",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Patriots",2156250,"Rex Burkhead","running-back",0.603840119552622,2317474.27710843,992180,2.3e+07,24000,83
2020,"Patriots",2100000,"Rex Burkhead","running-back",0.634738921000745,1571363.27,707028.5,14781000,0,100
